y,text,text_pt
positive,"This truly takes efficiency to new heights , '' Mr. Metso adds .","Isso realmente leva a eficiência a novos patamares ”, acrescenta o Sr. Metso."
positive,We hope to increase traffic volumes with the opening of Freight One Scandinavia . '',Esperamos aumentar os volumes de tráfego com a inauguração do Freight One Scandinavia. ''
positive,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .","a 11 de janeiro de 2010, a diretoria da EPHC aprovou um aumento no dividendo trimestral de $ 0,03 para $ 0,05 por ação."
positive,"Finnish Cargotec 's Kalmar , the business area providing container handling solutions , has been awarded an order for a further ten E-One rubber-tyred gantry RTG cranes from Saigon Newport Company SNP , in Vietnam .","A finlandesa Kalmar da Cargotec, área de negócios que fornece soluções de manuseio de contêineres, recebeu um pedido de mais dez guindastes RTG de pórtico de borracha E-One da Saigon Newport Company SNP, no Vietnã."
positive,"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .","Os investidores da Bilfinger aplaudiram o acordo, elevando as ações em 7%, ou & euro; 3,30, para & euro; 50,29, no comércio da tarde."
positive,"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .","A Kesko segue uma estratégia de crescimento saudável e focado, concentrando-se em vendas e serviços para clientes consumidores."
positive,"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .","LONDRES AFX - As ações da Rautaruukki Corp foram aumentadas para 'manter' de 'vender' pelo ABN Amro, com o preço-alvo aumentado de 14,5 para 25,75 eur, disseram os negociantes."
positive,LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,LONDRES MarketWatch - A Nokia nok disse que ganhou um contrato de serviços de cinco anos para administrar as operações de rede da Hutchison Essar em nove locais na Índia.
positive,"Progress Group , QPR 's representative in Saudi Arabia and North Africa , has signed a framework agreement for a long term strategic relationship with ISE .","O Progress Group, representante da QPR na Arábia Saudita e no Norte da África, assinou um acordo-quadro para um relacionamento estratégico de longo prazo com o ISE."
positive,"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .","A Ragutis, controlada pela cervejaria finlandesa Olvi, obteve um aumento de 5,7% nas vendas de cerveja, para 22,6 milhões de litros, e manteve uma participação de mercado de 10,75%."
positive,"The 250 sq m 2,691 sq ft store in Copenhagen 's premier shopping district was inaugurated today , further strengthening the company 's presence in Nordic capitals .","A loja de 250 m2 com 2.691 m2 no principal distrito comercial de Copenhague foi inaugurada hoje, fortalecendo ainda mais a presença da empresa nas capitais nórdicas."
positive,"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .","O metal ganhou 41 por cento este ano com o aumento da demanda da China, o maior usuário do mundo."
positive,"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .","Além disso, Cramo e Peab assinaram contratos de aluguel exclusivos de cinco anos na Finlândia e prorrogaram seus contratos de aluguel existentes no mercado sueco por mais cinco anos."
positive,"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",OUTOTEC OYJ COMUNICADO À IMPRENSA 4 DE DEZEMBRO DE 2009 10h30 Outotec estabelece uma nova subsidiária em Calcutá A Outotec estabeleceu uma subsidiária na Índia para melhor servir seus clientes indianos e aumentar seus negócios no crescente mercado indiano.
positive,It is also 7.7 pct above the 12-month volume weighted average price of the stock .,"Também está 7,7% acima do preço médio ponderado do volume de 12 meses da ação."
positive,"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .","As remessas de telefones celulares aumentaram 26%, para quase 112 milhões de unidades, enquanto a participação de mercado global da empresa finlandesa aumentou de 36% para 39%."
neutral,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .","Em 29 de janeiro de 2009, o maior banco nórdico Nordea e a rede de varejo finlandesa Stockmann lançaram um projeto de cooperação único na região: eles são os primeiros a introduzir um cartão de crédito MasterCard comum que permite pagamentos em diferentes estados e lojas."
neutral,"QPR has an established international customer base , spread over 70 countries in 2009 , and a variety of organizations including banks , manufacturing companies , service companies and government authorities .","A QPR tem uma base de clientes internacional estabelecida, espalhada por 70 países em 2009, e uma variedade de organizações, incluindo bancos, empresas de manufatura, empresas de serviços e autoridades governamentais."
positive,"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliveries","Escolhe o Líder de Logística Terceirizado Transplace para a Melhor Tecnologia da Classe, Recursos de Aquisição; Fabricante líder de embalagens especiais emprega solução 3PL completa para visibilidade da cadeia de suprimentos e eficiência de transporte para aumentar os níveis de serviço e entregas no prazo"
positive,4G allows customers to use mobile broadband services with speeds up to ten times higher than with today 's 3G .,O 4G permite que os clientes usem serviços de banda larga móvel com velocidades até dez vezes maiores do que o 3G atual.
neutral,"According to Eijkens , a publisher can do much more than just publish colourful books : a publisher can provide value added to information by individualising it .","De acordo com Eijkens, uma editora pode fazer muito mais do que apenas publicar livros coloridos: uma editora pode agregar valor às informações individualizando-as."
positive,"Based on strong customer interest and feedback , using RPM mobile phone manufacturers , operators , enterprises and developer forums can significantly increase their product and service quality , user-experience and cost-efficiency '' , Tulonen continues .","Com base no forte interesse e feedback do cliente, o uso de fabricantes, operadoras, empresas e fóruns de desenvolvedores de telefones celulares RPM pode aumentar significativamente a qualidade de seus produtos e serviços, a experiência do usuário e a economia '', continua Tulonen."
neutral,Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .,A Cameco deve fornecer um investimento inicial de até US $ 60 milhões para a construção do circuito de extração de urânio.
neutral,"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .","O CDP foi criado por iniciativa de investidores institucionais; no entanto, os resultados publicados anualmente também interessam a um número crescente de clientes e outros grupos de interesse das empresas que relatam."
neutral,The original contract was signed last summer .,O contrato original foi assinado no verão passado.
neutral,"` It is a testament to the quality of our LTE solution and our commitment to the Japanese market ' , he added .","`É uma prova da qualidade da nossa solução LTE e do nosso compromisso com o mercado japonês ', acrescentou."
positive,`` Ixonos has a rich heritage in developing leadership experiences in the smartphone segment .,“A Ixonos tem uma rica herança no desenvolvimento de experiências de liderança no segmento de smartphones.
positive,`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,“A aquisição da Elektros Pavara completa a estratégia de expansão de mercado da KONE nos países bálticos.
positive,18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,18 de janeiro de 2010 - A consultoria finlandesa de TI Trainers 'House Oyj HEL: TRH1V disse na sexta-feira que resolveu emitir um título híbrido de 5 milhões de euros para investidores domésticos em uma tentativa de fortalecer sua estrutura de capital.
neutral,"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .","ALEXANDRIA, Va., 15 de outubro - Aaron Moss de Hampshire, Grã-Bretanha, desenvolveu um design ornamental para um aparelho, anunciou o U.S. Patent & Trademark Office."
neutral,hybrid bond 18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,títulos híbridos 18 de janeiro de 2010 - A consultoria finlandesa de TI Trainers 'House Oyj HEL: TRH1V disse na sexta-feira que resolveu emitir um título híbrido de EUR 5 milhões para investidores domésticos em uma tentativa de fortalecer sua estrutura de capital.
positive,"Repair and maintenance business accounted for net sales of EUR 645.3 mn , up from EUR 563.6 mn .","O negócio de reparação e manutenção representou vendas líquidas de EUR 645,3 milhões, face aos EUR 563,6 milhões."
positive,"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .","O dinheiro será gasto ""no fortalecimento da competitividade da empresa no segmento de produtos para serraria e no aumento do volume de madeira entregue para processamento na Rússia"", diz o comunicado."
positive,The new technology improves the glass quality and consistency while increasing throughput .,A nova tecnologia melhora a qualidade e consistência do vidro enquanto aumenta a produção.
neutral,"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .","As razões por trás da estimativa incluem o aumento nos níveis de aluguel em 2008 e vários escritórios totalmente locados e propriedades de varejo, que foram concluídas e adicionadas ao portfólio de propriedades de investimento da empresa."
positive,"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .","O Grupo Vaisala é uma empresa internacional de tecnologia de sucesso que desenvolve, fabrica e comercializa sistemas e produtos de medição eletrônica."
neutral,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .","A unidade Vuokatti será desenvolvida para focar principalmente na fabricação de protótipos, no ramp-up de novos produtos e nos exigentes serviços de teste e pós-venda."
positive,We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',Esperamos ajudar a empresa a desenvolver seus serviços operacionais e a digitalizar ainda mais seus serviços para seus clientes. ''
neutral,"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said .","A AGJ registrou vendas de 43 milhões de euros em 2006, a maior parte gerada por exportações para clientes na Europa Ocidental, disse o comunicado."
positive,"`` The number of collection errors fell considerably , and operations speeded up .",`` O número de erros de coleta caiu consideravelmente e as operações ficaram mais rápidas.
positive,"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment .","Ao combinar as soluções existentes em uma única plataforma, a Comptel disse que reduziu o custo de implantação."
positive,"In the second quarter of 2010 , the group 's pretax loss narrowed to EUR 400,000 from EUR 600,000 .","No segundo trimestre de 2010, a perda antes dos impostos do grupo diminuiu de EUR 600.000 para EUR 400.000."
positive,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .","26 de janeiro de 2011 - A empresa de produtos de metal finlandesa Componenta Oyj (HEL: CTH1V) disse ontem que seu prejuízo líquido diminuiu para EUR 500.000 no último trimestre de 2010 de EUR 5,3 milhões para o mesmo período do ano anterior."
positive,8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,"8 de maio de 2009 - A fabricante finlandesa de produtos de manuseio de líquidos e sistemas de teste de diagnóstico Biohit Oyj (HEL: BIOBV) disse hoje (8 de maio de 2009) que seu prejuízo líquido diminuiu para EUR 0,1 milhão (US $ 0,14 milhão) no primeiro trimestre de 2009 de EUR 0 .4 m para o mesmo período de 2008."
positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,"A fabricante finlandesa de fibras e produtos plásticos Suominen Corporation disse que seu prejuízo líquido de operações contínuas diminuiu para 1,8 milhões de euros (US $ 2,3 milhões) em 2006, de 3,7 milhões de euros (US $ 4,8 milhões) em 2005."
positive,"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .","A empresa finlandesa de produtos de metal Componenta Oyj (HEL: CTH1V) disse hoje que seu prejuízo líquido diminuiu para EUR 500.000 (US $ 680.000) no último trimestre de 2010, de EUR 5,3 milhões no mesmo período do ano anterior."
positive,Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier .,"A fabricante finlandesa de equipamentos esportivos Amer Sports Oyj (HEL: AMEAS) disse hoje que seu prejuízo líquido diminuiu para EUR 16,9 milhões (US $ 22,3 milhões) no segundo trimestre de 2010 de EUR 23,2 milhões no período correspondente do ano anterior."
positive,"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago .","A siderúrgica finlandesa Rautaruukki Oyj (HEL: RTRKS), ou Ruukki, disse hoje que seu prejuízo líquido contraiu para EUR 49 milhões (US $ 68,2 milhões) nos primeiros nove meses de 2010 de EUR 229 milhões no mesmo período do ano anterior."
positive,"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .","Nos primeiros nove meses de 2010, o prejuízo líquido da Talvivaara diminuiu para EUR 8,3 milhões, de EUR 21,9 milhões no mesmo período de 2009."
positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .","Nos primeiros nove meses de 2010, o prejuízo líquido da empresa diminuiu para EUR 415.000 de EUR 7,4 milhões para o período correspondente de 2009."
positive,"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .","Nos primeiros nove meses de 2010, o prejuízo líquido da empresa diminuiu para EUR 415.000, de EUR 7,4 milhões para o período correspondente de 2009."
positive,"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .","(ADP News) - 9 de fevereiro de 2009 - A empresa finlandesa de serviços de informática Proha Oyj (HEL: ART1V) disse hoje que seu prejuízo líquido diminuiu para EUR 113.000 (US $ 146.000) em 2008, de EUR 1,2 milhão em 2007."
positive,The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,"O novo modelo de trabalho da fábrica e as reorganizações diminuiriam os custos da Nokian Tyres na fábrica em EUR 30 milhões (USD 38,7 milhões)."
positive,20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,"20 de outubro de 2010 - A empresa finlandesa de produtos de metal Componenta Oyj HEL: CTH1V disse ontem que seu prejuízo líquido diminuiu para EUR7 milhões nos primeiros nove meses de 2010, de EUR23,3 milhões no mesmo período de 2009."
positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,"A fabricante finlandesa de fibras e produtos plásticos Suominen Corporation disse que seu prejuízo líquido diminuiu para 1,6 milhão de euros, US $ 2,0 milhões, nos primeiros nove meses de 2006, de 2,16 milhões de euros, US $ 2,7 milhões no mesmo período de 2005."
positive,"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .","Em contraste, o prejuízo líquido da empresa no terceiro trimestre de 2009 caiu para EUR 76 milhões, de EUR 256 milhões no período correspondente do ano anterior."
positive,"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .","No segundo trimestre de 2010, o prejuízo líquido da Raute diminuiu para EUR 123.000 de EUR 1,5 milhões no mesmo período de 2009."
positive,"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57","ADP News - 13 de novembro de 2008 - A fabricante finlandesa de placas de circuito impresso Aspocomp Group Oyj OMX: ACG1V disse hoje que seu prejuízo líquido diminuiu para EUR 2 milhões de USD 2,5 milhões nos primeiros nove meses de 2008 de EUR 57"
positive,"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .","A Metsaliitto, no entanto, reduziu seu prejuízo líquido no segundo trimestre de 2007 para 5,0 milhões de euros, US $ 6,9 milhões, de 61 milhões de euros, US $ 83,7 milhões um ano atrás."
positive,"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .","reduz para EUR2,8 milhões nos 9 meses '09 29 de outubro de 2009 - O desenvolvedor finlandês de software e hardware Elektrobit Oyj HEL: EBG1V, ou EB, disse hoje que seu prejuízo líquido diminuiu para EUR 2,8 milhões nos primeiros nove meses de 2009 de EUR35 0,6 m para o mesmo período do ano anterior."
positive,The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,"O prejuízo diluído por ação diminuiu para EUR 0,27 de EUR 0,86."
positive,Unit costs for flight operations fell by 6.4 percent .,"Os custos unitários para operações de voo caíram 6,4 por cento."
positive,The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,"O prejuízo para o terceiro trimestre de 2007 foi EUR 0,3 milhões menor do que o prejuízo do segundo trimestre de 2007."
positive,Airvana 's UMTS Home Base Station femto cell uses software-based functionality and off-the-shelf silicon to accelerate feature development and reduce product cost .,A femto-célula UMTS Home Base Station da Airvana usa funcionalidade baseada em software e silício disponível no mercado para acelerar o desenvolvimento de recursos e reduzir o custo do produto.
positive,"According to Sepp+∆nen , the new technology UMTS900 solution network building costs are by one-third lower than that of the building of 3.5 G networks , operating at 2,100 MHz frequency .","Segundo a Sepp + ∆nen, os custos de construção da rede da nova tecnologia UMTS900 são um terço inferiores aos da construção de redes 3,5 G, operando na frequência de 2.100 MHz."
positive,The costs of the new ropax vessels are 30 % lower than those of the present ones .,Os custos dos novos vasos ropax são 30% menores que os atuais.
neutral,The last job losses related to these reductions will take place during 2010 .,As últimas perdas de empregos relacionadas a essas reduções ocorrerão durante 2010.
positive,The program 's target is structural cost reductions of about EUR 30mn in 2009 .,O objectivo do programa é a redução dos custos estruturais de cerca de 30 milhões de euros em 2009.
neutral,"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",O resultado do terceiro trimestre também inclui uma provisão de 400.000 euros (US $ 575.000) para redução do tamanho da fabricação de iscas na Irlanda.
positive,UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions .,A UPM-Kymmene está trabalhando em estreita colaboração com seus agentes de transporte para reduzir o consumo de combustível e as emissões de gases de efeito estufa.
negative,"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .","2009 3 de fevereiro de 2010 - A produtora de aço com sede na Finlândia Rautaruukki Oyj (HEL: RTRKS), ou Ruukki, disse hoje que caiu para uma perda antes do imposto maior do que o esperado de EUR46 milhões no quarto trimestre de 2009 de um lucro do ano anterior de EUR45 milhões ."
negative,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a","(ADPnews) - 3 de fevereiro de 2010 - A siderúrgica da Finlândia Rautaruukki Oyj (HEL: RTRKS), ou Ruukki, disse hoje que caiu para um prejuízo antes do imposto maior do que o esperado de EUR 46 milhões (USD 64,5 milhões) no quarto trimestre de 2009 de um"
negative,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .","O resultado antes de impostos diminuiu para quase EUR 14,5 milhões, em comparação com quase EUR 20 milhões no período contabilístico anterior."
negative,The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,"A empresa caiu para um prejuízo operacional de EUR 2,6 milhões, de um lucro de EUR 1,3 milhão."
negative,23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,"23 de abril de 2010 - A empresa finlandesa de construção e engenharia Outotec Oyj HEL: OTE1V disse hoje que caiu para um prejuízo líquido de EUR7,3 milhões no primeiro trimestre de 2010 de um lucro líquido de EUR12,5 milhões no período correspondente do ano passado."
negative,Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,"A Cramo caiu para um prejuízo antes dos impostos de EUR 6,7 milhões, de um lucro antes dos impostos de EUR 58,9 milhões."
negative,"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",O provedor finlandês de soluções de TI Affecto Oyj HEL: AFE1V disse hoje que caiu para um prejuízo líquido de EUR 115.000 USD 152.000 no segundo trimestre de 2010 de um lucro de EUR 845.000 no período correspondente do ano anterior.
negative,"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .","Em 2009, a Comptel caiu para um prejuízo líquido de EUR 2,1 milhões de um lucro de EUR 6,6 milhões no ano anterior."
negative,"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .","No 2º trimestre de 2009, o lucro antes dos impostos totalizou EUR 13,6 milhões, abaixo dos EUR 26,8 milhões no 2º trimestre de 2008."
negative,"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .","ADPnews - 5 de fevereiro de 2010 - A investidora imobiliária finlandesa Sponda Oyj HEL: SDA1V disse hoje que caiu para um prejuízo líquido de EUR 81,5 milhões, USD 11,8 milhões em 2009, de um lucro de EUR 29,3 milhões em 2008."
negative,"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2","ADPnews - 17 de julho de 2009 - A produtora de aço da Finlândia Rautaruukki Oyj Ruukki HEL: RTRKS disse hoje que caiu para um prejuízo líquido de EUR 184 milhões US $ 259,7 milhões no primeiro semestre de 2009 de um lucro líquido de EUR 2"
negative,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .","O lucro antes de impostos totalizou 56,5 milhões de euros, abaixo dos 232,9 milhões de euros do ano anterior."
negative,"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .","O lucro antes de impostos diminuiu 9% para 187,8 milhões de euros nos primeiros nove meses de 2008, em comparação com 207,1 milhões de euros um ano antes."
negative,Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,"O lucro antes de impostos diminuiu para EUR 31,6 milhões de EUR 50,0 milhões no ano anterior."
negative,"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .","O lucro antes de impostos foi de 4,0 milhões de euros, abaixo dos 4,9 milhões de euros."
negative,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .","O lucro antes de impostos da empresa caiu para EUR 21,1 milhões no terceiro trimestre de 2008, em comparação com EUR 35,8 milhões no período correspondente em 2007."
neutral,"A state program has been worked out , legal provisions have been developed , and rules and normative documents have been specified for the functioning of a technological park .","Foi elaborado um programa estadual, elaborados dispositivos legais e especificados normas e documentos normativos para o funcionamento de um parque tecnológico."
positive,"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .","Em Agosto-Outubro de 2010, o resultado da empresa antes de impostos totalizou EUR 9,6 milhões, face a EUR 0,5 milhões no período correspondente em 2009."
positive,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,"A finlandesa Bore, propriedade da família Rettig, cresceu recentemente com a aquisição de empresas de transporte menores."
positive,The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,"Estima-se que o plano gere cerca de 5 milhões de euros (US $ 6,5 milhões) em economia de custos anualmente."
positive,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .","A empresa farmacêutica finlandesa Orion reporta lucro antes de impostos de EUR 70,0 milhões no terceiro trimestre de 2010, acima dos EUR 54,9 milhões no período correspondente em 2009."
positive,"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .","Finnish Sampo Bank, do grupo dinamarquês Danske Bank, reporta lucro antes de impostos de EUR 152,3 milhões em 2010, acima dos EUR 32,7 milhões em 2009."
positive,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .","O lucro após os impostos para o período foi de até EUR 0,9 milhões, de EUR0,01 milhões do ano passado."
positive,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .","O lucro antes de impostos foi de 5,4 milhões de euros, acima dos 3,6 milhões de euros do ano anterior."
negative,Also construction expenses have gone up in Russia .,Também as despesas de construção aumentaram na Rússia.
neutral,"Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor .","A Neste Oil disse que construirá uma unidade de produção de biodiesel em Rotterdam, Holanda, a um custo estimado de 670 milhões de euros, nomeando a Technip, com sede na França, como a principal contratante do projeto."
neutral,The European Central Bank ECB is anticipated to raise its benchmark interest rate in the second half of 2011 at the earliest .,"Prevê-se que o Banco Central Europeu (BCE) aumente a sua taxa de juro de referência no segundo semestre de 2011, no mínimo."
negative,11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,"11 de agosto de 2010 - A fabricante finlandesa de equipamentos de medição Vaisala Oyj HEL: VAIAS disse hoje que seu prejuízo líquido aumentou para EUR4,8 milhões no primeiro semestre de 2010 de EUR2,3 milhões no período correspondente do ano anterior."
negative,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .","A fornecedora finlandesa de soluções de fornecimento de energia e sistemas Efore Oyj disse que sua perda líquida aumentou para 3,2 milhões de euros, US $ 4,2 milhões, no primeiro trimestre do ano fiscal de 2006-2007, encerrado em 31 de outubro de 2007, de 900.000 euros, US $ 1,2 milhões, no mesmo período do ano fiscal de 2005-06 ."
